gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
SLC7A11-AS1	3.4145	-0.0147	0.1969	0.4737	NA
SLC7A2	557.3624	0.198	0.1245	0.0343	0.1306
SLC7A4	10.2989	0.0012	0.1915	0.9711	NA
SLC7A5	38168.8316	-0.1281	0.0421	0.0018	0.0146
SLC7A5P2	34.5884	0.0425	0.1867	0.4041	NA
SLC7A6	1294.1561	0.254	0.0925	0.0016	0.0132
SLC7A6OS	322.8984	0.1025	0.1369	0.2759	0.5079
SLC7A7	20.4102	0.0368	0.1893	0.4105	NA
SLC7A8	1.8647	-0.0134	0.2003	0.345	NA
SLC7A9	0.2116	0.0021	0.2013	0.7942	NA
SLC8A1	0.3905	-0.0039	0.2017	0.6358	NA
SLC8A1-AS1	0.4134	0.0036	0.2015	0.6634	NA
SLC8A2	0.8301	0.0064	0.2018	0.4809	NA
SLC8B1	1077.9753	0.1616	0.0994	0.0548	0.1807
SLC9A1	724.2923	0.0882	0.1129	0.3276	0.5599
SLC9A2	0.8425	-1e-04	0.2	0.9898	NA
SLC9A3R1	1216.4225	-0.1418	0.0936	0.0799	0.231
SLC9A3R2	2579.6168	-0.0686	0.0721	0.3024	0.5357
SLC9A5	39.8315	0.0762	0.1859	0.1941	NA
SLC9A6	992.9055	0.0391	0.0995	0.6421	0.8066
SLC9A7	2688.8924	-0.0904	0.0792	0.2077	0.4282
SLC9A7P1	13.0185	-0.0253	0.1913	0.5028	NA
SLC9A8	826.5245	0.1542	0.1066	0.0784	0.228
SLC9A9	6.7119	-0.0128	0.1947	0.619	NA
SLC9B1	0.3196	0.0028	0.2014	0.7285	NA
SLC9C2	0.5944	-3e-04	0.2009	0.9746	NA
SLCO1B3	52.1727	0.0379	0.1806	0.537	NA
SLCO1B7	0.4144	0.0036	0.2015	0.6628	NA
SLCO2A1	2.6168	-0.0073	0.1975	0.6584	NA
SLCO3A1	841.5803	-0.1322	0.1141	0.1442	0.3418
SLCO4A1	90.3819	-0.0447	0.1725	0.5439	0.7393
SLCO4C1	0.9752	0.0094	0.2018	0.3744	NA
SLCO5A1	0.6551	-0.005	0.2019	0.5497	NA
SLFN11	3.4279	0.0087	0.196	0.6778	NA
SLFN12	319.6289	-0.033	0.14	0.7243	0.8578
SLFN12L	31.7664	0.0553	0.1865	0.3022	NA
SLFN13	441.8707	0.0157	0.1388	0.8672	0.9377
SLFN5	284.3459	0.1959	0.1511	0.0366	0.1367
SLFNL1	24.421	0.0729	0.1926	0.1392	NA
SLFNL1-AS1	24.2584	0.1887	0.3361	0.0011	NA
SLIRP	592.7923	-0.2162	0.1194	0.0192	0.0852
SLIT1	3.249	0.0052	0.196	0.7993	NA
SLIT2	359.11	0.0625	0.1335	0.5063	0.7121
SLIT3	1.3526	0.0064	0.1998	0.5832	NA
SLITRK5	3.5367	0.0105	0.1979	0.5308	NA
SLK	3491.8495	0.1217	0.0698	0.06	0.1926
SLMAP	1931.289	0.2448	0.0845	0.0011	0.0102
SLMO1	103.5066	0.1668	0.1765	0.0413	0.1487
SLMO2	2967.2989	-0.0683	0.0686	0.2838	0.5157
SLMO2-ATP5E	197.3369	-0.0087	0.1896	0.8266	0.9143
SLN	0.4248	-0.0038	0.2016	0.6417	NA
SLPI	0.2144	-0.0024	0.2013	0.7672	NA
SLTM	2279.3769	-0.031	0.0751	0.6522	0.8125
SLU7	907.7502	-0.0946	0.1025	0.2701	0.5013
SLX1A	211.3631	-0.0094	0.1998	0.4681	0.6867
SLX1A-SULT1A3	68.6987	-0.0405	0.1786	0.5323	0.7304
SLX1B	185.3657	0.0153	0.1964	0.4847	0.6974
SLX4	451.2273	0.1389	0.13	0.14	0.3352
SLX4IP	32.966	0.0861	0.1908	0.1184	NA
SMA4	64.9514	0.0707	0.1798	0.2836	NA
SMA5	5.9487	-0.006	0.1944	0.8127	NA
SMAD1	87.7494	0.1133	0.1743	0.1399	0.3352
SMAD2	1240.7615	-0.0155	0.0938	0.8488	0.9281
SMAD3	4069.3133	0.292	0.0622	0	0
SMAD4	977.7958	0.2705	0.1029	0.0016	0.0136
SMAD5	1658.6189	0.1985	0.0861	0.0093	0.0511
SMAD5-AS1	0.6424	-0.0049	0.2019	0.5547	NA
SMAD6	95.5043	0.066	0.1699	0.3943	0.6227
SMAD7	532.5321	-0.3741	0.1382	1e-04	0.0018
SMAD9	64.3278	0.0825	0.1779	0.2364	NA
