cell_line_display_name,gene_exp_cat,Cell Line Name,OTS964_0.004572 uM,OTS964_0.01372 uM,OTS964_0.04115 uM,OTS964_0.1235 uM,OTS964_0.3704 uM,OTS964_1.111 uM,OTS964_10.0 uM,OTS964_3.333 uM
SW1783,Medium Expression,SW1783,-0.022529686,-0.465232274,0.268263533,-2.03170323,-3.680831837,-5.647974685,-3.450030832,-4.609308978
MDAMB436,Medium Expression,MDAMB436,-0.040372511,-0.119384649,-1.758513153,-2.594144006,-2.397217982,-3.405284334,-3.028485807,-2.958911759
MDAMB453,High Expression,MDAMB453,0.177618306,-0.106998059,0.035422068,-1.187727631,-2.928912633,-4.532520655,-3.835314939,-3.569756872
MDAMB468,Medium Expression,MDAMB468,-0.311337553,-0.200306146,-0.693182636,-3.976305579,-3.825087547,-4.050887186,-4.462289625,-4.193261601
T47D,High Expression,T47D,-0.060412126,0.02651089,-0.194097106,-1.266403259,-3.220862365,-3.138489757,-3.242012301,-2.913594645
HS683,High Expression,HS683,-0.141124648,-0.430607275,-0.221156954,-0.129873799,-3.218499532,-3.204795746,-3.23248745,-2.714219541
U87MG,Medium Expression,U87MG,0.035378654,-0.287081887,-0.373552852,-3.940432034,-4.09905659,-3.647682265,-3.514228824,-4.441827189
HS294T,High Expression,HS294T,0.235393516,0.317651247,-0.189189921,-1.740697427,-3.822471748,-3.958217909,-3.917591012,-3.215284755
JAR,Medium Expression,JAR,0.479355564,-0.129917691,-0.345437248,-1.781554738,-3.918539705,-3.400275963,-3.457789853,-3.796606081
H4,High Expression,H4,-0.900509978,0.096673604,0.169804471,-1.269268946,-4.305728571,-3.959360915,-2.972973847,-4.334591347
U118MG,High Expression,U118MG,-0.954153982,-0.73436253,0.623480594,-0.194246038,-3.762480944,-3.308678243,-3.876219925,-3.513627027
HS729,High Expression,HS729,-0.020778998,0.000133304,-0.099248451,-1.036109755,-3.236051786,-3.636675124,-3.616931203,-3.604962226
RDES,High Expression,RDES,-0.127004074,-0.113886294,0.485298722,-0.762860224,-3.668456759,-3.812371971,-3.666353891,-3.734997904
WERIRB1,High Expression,WERIRB1,0.33523192,0.093585328,0.093555427,-1.342155254,-3.116786547,-3.162751564,-3.643314176,-2.902278249
NCIH446,High Expression,NCIH446,-0.142212747,-0.082608423,-0.223535262,-1.737360339,-3.596703946,-3.663460118,-3.62684221,-3.769497032
NCIH441,High Expression,NCIH441,0.193463625,-0.176340801,0.043219732,-2.267811454,-3.689771588,-3.78030986,-4.410381926,-4.195080427
NCIH460,Low Expression,NCIH460,0.012915062,0.187852198,-0.040665365,-4.852010365,-3.228663135,-4.574130749,-4.08676537,-3.139216072
NCIH596,High Expression,NCIH596,-0.1125202,0.062277564,-0.224904247,-1.406518432,-3.445448317,-4.036456495,-4.470166957,-4.015909441
NCIH520,High Expression,NCIH520,-0.316142022,-0.058480667,-0.420227091,-4.200725102,-3.691805895,-3.977852404,-4.040373655,-3.982861641
NCIH661,High Expression,NCIH661,0.017200836,0.260837299,-0.282412895,-1.686530975,-3.787259128,-3.070499728,-3.926307516,-3.501881919
DAOY,High Expression,DAOY,-0.15590086,-0.047267635,-0.15591125,-1.43915222,-3.786847277,-4.165925923,-4.351765702,-4.287109334
RT4,Medium Expression,RT4,0.682357099,0.404701526,0.04608329,-2.108444566,-3.1265205,-3.492440747,-3.086657646,-3.701983909
BT474,Medium Expression,BT474,-0.015112594,-0.09768341,0.259365772,-0.996630832,-1.915552142,-3.318525249,-3.171231413,-2.765885886
CAMA1,High Expression,CAMA1,-0.389886477,-0.046403428,-0.489919355,-1.157172344,-2.857547837,-3.327768299,-2.867784698,-3.542275913
MCF7,High Expression,MCF7,-0.069292854,-0.253991341,-0.156582726,-1.925997377,-2.916850133,-3.044897443,-3.336241944,-2.947181157
MDAMB175VII,Low Expression,MDAMB175VII,-0.001970822,-0.416499373,0.137848692,-1.972816628,-2.299283281,-3.08320715,-2.741730355,-2.987876051
MDAMB231,High Expression,MDAMB231,0.14680696,0.097973814,-0.516332571,-2.736033632,-3.344235368,-4.088434278,-4.199074999,-4.024623903
MDAMB361,High Expression,MDAMB361,-0.084507762,-0.170000826,-0.244069759,-2.624878658,-2.974068484,-4.323832689,-4.284966477,-3.868121656
SCABER,Low Expression,SCABER,0.06758975,0.122307235,-0.077223287,-3.825864441,-3.767407145,-4.383155396,-3.848731354,-3.364377565
C33A,High Expression,C33A,0.18000267,0.068690895,-0.198869193,-3.74478274,-3.266327753,-2.812568577,-3.837836665,-3.020828312
HT3,High Expression,HT3,0.064492281,-0.309480193,0.509204467,-1.11291189,-4.642096584,-4.236110003,-3.871936021,-4.52697939
MS751,High Expression,MS751,-0.090125643,0.491684187,-0.280866765,-4.108527592,-3.918345868,-4.068723312,-4.272068717,-4.052912183
JEG3,High Expression,JEG3,-0.483949803,-0.24613,-0.160280828,-3.388799471,-4.287940566,-3.55636736,-3.329957887,-4.602369674
HT29,High Expression,HT29,0.027542528,-0.087005903,-0.042207796,-1.520710054,-3.197323151,-4.117675222,-4.335258698,-4.005676123
T24,High Expression,T24,0.183214157,0.022416718,-0.00132406,-0.463978241,-3.011555632,-3.228809824,-3.920456286,-3.515653919
A253,Low Expression,A253,-0.47873158,0.049268494,-0.388879303,-3.895836784,-4.055145601,-4.970790229,-4.731609393,-5.353789531
FADU,High Expression,FADU,0.215175738,-0.287946291,-1.277315326,-3.814520838,-3.006767469,-3.21589829,-3.90830167,-4.459798086
A498,Low Expression,A498,0.267637256,-0.121473697,-0.455702536,-3.214483365,-3.575584513,-3.237809635,-3.801370361,-4.189226401
A704,Medium Expression,A704,-0.29187064,0.032692272,0.182596462,-0.86876127,-3.39552771,-3.174830349,-4.206528631,-2.991736997
CAKI1,Medium Expression,CAKI1,-0.233133329,0.192442349,-0.013821055,-1.178240028,-3.722016422,-3.649292327,-3.948317981,-3.249522255
TCCSUP,High Expression,TCCSUP,0.01812727,-0.132306445,-0.475413601,-2.258377762,-2.63012272,-4.550717506,-3.272861936,-4.168914083
SKHEP1,Medium Expression,SKHEP1,-0.033493725,-0.197636228,-0.133265304,-2.248255004,-3.916189042,-4.206283782,-4.725521295,-4.372954393
CALU1,High Expression,CALU1,0.128495341,-0.065451743,-0.337551724,-1.480142845,-2.731393178,-3.12011866,-3.054474241,-2.682314678
CALU6,High Expression,CALU6,-0.208132514,-0.082337668,-0.508842156,-3.840328292,-2.97119319,-3.32145356,-4.096184528,-3.574856495
SKMES1,High Expression,SKMES1,-0.082548663,0.143199071,0.139400887,-1.993740791,-3.540696247,-3.820436668,-3.988160011,-3.5889031
SW900,High Expression,SW900,-0.154106095,0.206389229,-0.039477357,-1.306280004,-3.222546068,-3.700859828,-3.968446447,-3.419790663
EB1,High Expression,EB1,-0.367314348,-0.226276814,-0.040552108,-2.480937208,-3.078548928,-3.700441377,-3.551696143,-4.077385178
HT144,High Expression,HT144,-0.046021045,-0.518028933,-0.774166843,-2.068329129,-3.106684038,-3.139855329,-3.182794213,-3.372599582
MALME3M,Medium Expression,MALME3M,0.143960972,0.05100743,0.027200507,-0.077092987,-4.039252271,-3.817267432,-3.938544096,-3.592473913
MEWO,High Expression,MEWO,0.028889712,-0.19585971,-0.111167777,-1.466764027,-4.093739275,-3.920963485,-3.332147999,-4.151672589
RPMI7951,High Expression,RPMI7951,-0.008368693,-0.291876952,0.025965668,-1.424350096,-3.666276708,-3.387908157,-3.69893434,-3.724251813
SKMEL2,High Expression,SKMEL2,0.645579497,0.204646235,0.337324045,-0.998808022,-3.60419613,-3.417495986,-3.776698404,-5.537414402
SKMEL3,High Expression,SKMEL3,-0.0974675,0.12573127,-0.131468541,-0.52618312,-2.935922075,-4.435244435,-3.680203556,-4.232593362
SKMEL5,Medium Expression,SKMEL5,0.037598778,0.229195683,-0.324649884,-1.636543393,-3.668905282,-3.773836879,-3.998453698,-3.978599327
NIHOVCAR3,High Expression,NIHOVCAR3,-0.167009421,-0.070088532,-0.154719606,-0.51085513,-3.63935042,-4.382968722,-3.470198294,-4.340856886
SKMEL24,Medium Expression,SKMEL24,-0.46538958,0.062409031,-0.174853978,-1.102556576,-3.403509,-3.09225269,-2.966380995,-4.000513676
SKMEL28,High Expression,SKMEL28,0.175064032,-0.205856402,-0.437706466,-0.962619309,-3.889351235,-4.428594707,-4.206998309,-4.473409851
CAOV3,Medium Expression,CAOV3,-0.645192764,-0.38082157,0.125333871,-3.782264898,-2.501029836,-3.062528999,-4.357493004,-4.04867971
SKOV3,High Expression,SKOV3,-0.153188633,-0.275828862,-0.261916601,-3.114991122,-3.63516114,-3.888390705,-4.942034117,-4.176160649
CAPAN2,High Expression,CAPAN2,0.043028952,-0.234284425,-1.005807192,-2.9494481,-3.093549612,-3.976273336,-4.052355821,-3.552687594
SAOS2,High Expression,SAOS2,-0.058110085,-0.333951098,-0.316591003,-1.915475749,-4.00300693,-3.609529978,-4.759752486,-4.306712561
SKES1,High Expression,SKES1,-0.296272012,-0.361725973,-0.365428969,-2.496965512,-3.353812173,-3.63740419,-3.679889719,-3.840311953
SKLMS1,High Expression,SKLMS1,-0.398289688,-0.504994644,-0.252267525,-1.278802517,-2.937091305,-4.007470886,-4.046054818,-3.368926591
5637,Medium Expression,5637,-0.135407492,-0.331609644,0.104001487,-0.699056594,-4.455421686,-4.971214462,-4.940713572,-5.494743901
SW1353,Medium Expression,SW1353,1.358662224,-0.596106637,0.745331586,-0.490922346,-3.702692822,-3.62794057,-2.902939571,-3.79562724
U2OS,High Expression,U2OS,-0.306207627,-0.184221292,0.176903759,-1.736447953,-4.197972279,-3.793064773,-4.92282616,-4.638623814
MPP89,Medium Expression,MPP89,-0.32042446,-0.649433913,-0.17069622,-0.899651068,-2.424883136,-3.185777466,-3.328895891,-3.501556843
ISTMES2,High Expression,ISTMES2,-0.520735022,0.151390657,-0.259714112,-0.309170262,-2.584559139,-2.773039908,-1.760528564,-2.441576926
CAS1,Medium Expression,CAS1,0.211493931,-0.116181166,-0.554562557,-2.412710289,-3.008517588,-3.56718034,-4.459698936,-4.274222675
ISTMES1,Low Expression,ISTMES1,-0.587358944,-0.053062026,-0.92959717,-2.39801428,-2.258338579,-3.163365771,-2.929353312,-3.635167847
SF126,High Expression,SF126,-0.351036876,0.110362136,0.269360078,-1.651634551,-3.187434742,-4.519102155,-4.624719953,-4.362812055
NB1,Low Expression,NB1,-0.017200957,-0.040319081,-0.155584308,-3.633521116,-4.10467933,-4.206734168,-4.116997035,-3.993357056
SKGI,Medium Expression,SKGI,-0.119701737,-0.30448557,-0.583012805,-3.694814892,-3.747768434,-4.082040903,-4.053207523,-4.265107989
SKGII,Medium Expression,SKGII,0.14671417,0.01775521,-0.233048699,-1.824283096,-3.768217102,-4.657867991,-4.083230643,-5.00950173
RMGI,Medium Expression,RMGI,-0.094336048,-0.140312823,-0.354522155,-1.515266623,-3.039839819,-5.431706905,-4.45354126,-3.825671902
RMUGS,High Expression,RMUGS,0.081557756,0.111167876,-0.309788134,-1.500592593,-3.403552912,-3.632704814,-5.195053654,-4.340663796
BOKU,High Expression,BOKU,0.06220678,0.20964952,-0.05456634,-0.627047035,-2.667526409,-4.11510949,-4.659824204,-4.071114353
ONS76,High Expression,ONS76,-0.015241703,0.090038692,0.071503309,-1.545903786,-3.797496148,-4.168097752,-4.146288807,-3.782961295
KNS42,Low Expression,KNS42,0.398780112,0.062091178,-0.705632029,-2.371719793,-2.81307421,-3.916695479,-3.717422073,-4.427680253
KNS60,High Expression,KNS60,-0.086730302,0.107786602,0.189819481,-2.660791027,-3.103505932,-3.291398437,-3.762986976,-3.889153211
KNS81,Medium Expression,KNS81,0.304101948,-0.008719173,-0.403989523,-0.627959099,-3.038154985,-3.321321249,-3.434326148,-3.03956235
KALS1,High Expression,KALS1,-0.297507203,-0.239451234,-0.172818669,-2.171673496,-3.317534244,-3.632790183,-3.645028679,-4.219123349
KS1,Medium Expression,KS1,0.145107327,-0.285174034,0.034664197,-2.270083677,-4.158454699,-4.439436211,-3.748466975,-4.531347608
NOMO1,High Expression,NOMO1,0.092715095,0.247615258,0.35039719,-1.088433042,-3.924343977,-4.620464579,-4.212062999,-4.046281766
GB1,High Expression,GB1,-0.225954669,-0.90602861,-0.47481355,-1.508615059,-2.260557694,-2.124575156,-2.26766359,-2.739489663
YH13,High Expression,YH13,0.214856407,0.192768704,-0.126719586,-0.257738181,-3.997857576,-4.042312981,-3.653298887,-4.457043932
NCO2,High Expression,NCO2,-0.166626031,0.451391939,-0.261033682,-3.656514858,-4.049827537,-4.333475819,-3.714228459,-4.785617785
HEC1,High Expression,HEC1,-0.043871893,0.24490233,-0.50402103,-3.081254986,-2.926926122,-4.239301069,-4.65590348,-3.540565288
LU99,Medium Expression,LU99,-0.002340749,-0.437343679,-1.642900201,-4.611392515,-4.371267147,-4.570013242,-4.067100723,-4.21682209
RERFLCMS,High Expression,RERFLCMS,0.271178651,-0.330984975,0.109625632,-3.983440608,-3.71021102,-4.154176414,-4.073798114,-3.384310269
KURAMOCHI,High Expression,KURAMOCHI,-0.1332941,-0.320611124,-0.142002172,-1.88293099,-1.430729138,-3.024179936,-2.450684887,-3.193983754
A3KAW,High Expression,A3KAW,-0.089178687,-0.12508286,-0.068222168,-2.25001281,-2.976366911,-3.332919629,-3.450103311,-3.664023678
SCC3,High Expression,SCC3,0.040189888,-0.287591796,0.131756309,-2.175654771,-4.731594498,-4.493132939,-3.953286553,-4.152215404
KHM1B,Low Expression,KHM1B,0.642957025,-0.454811059,-1.357144209,-2.0729202,-3.28416018,-3.434191061,-3.298034809,-3.200961018
RERFLCKJ,High Expression,RERFLCKJ,0.341592138,-0.40738645,-0.098746283,-3.751186279,-3.99925883,-3.950648429,-3.977309584,-4.106497634
TASK1,High Expression,TASK1,-0.049074132,-0.124119783,-0.823403005,-3.988183213,-3.351746316,-3.531648878,-3.294217176,-3.589137345
HMC18,High Expression,HMC18,-0.052022327,0.002368814,-0.215646609,-3.958971159,-2.767979282,-3.616170458,-3.039830733,-3.157257813
SKN,High Expression,SKN,-0.043304071,-0.150977687,0.028293205,-2.500868988,-3.727295336,-4.472181585,-3.673964098,-4.143601221
RKN,High Expression,RKN,0.140883402,0.054936808,-0.237575082,-0.989701559,-3.35300541,-4.339785138,-4.150378728,-3.932985972
KP3,High Expression,KP3,0.136798393,-0.002886627,-0.376978775,-1.478060129,-3.690195525,-4.285952464,-4.321519564,-3.996873456
SNGM,Medium Expression,SNGM,0.213209162,-0.299301594,-0.072823292,-2.032760556,-3.473647472,-3.57589914,-4.135525173,-4.534614734
KP2,High Expression,KP2,-0.798970294,-0.470692498,-0.005518981,-0.668973116,-4.916615287,-3.494230587,-4.08558792,-4.039783637
QGP1,High Expression,QGP1,0.106588924,0.093415102,-0.436786313,-1.341804282,-1.78506404,-4.094190044,-3.71446991,-3.230419886
OCUG1,High Expression,OCUG1,-0.204639288,-0.26892148,0.205592676,-3.064844573,-4.349992547,-5.123562755,-4.33841011,-4.817165381
KON,Low Expression,KON,0.247881787,-0.001902641,-2.072584585,-4.598442911,-4.324831171,-5.718976134,-5.939597184,-4.015553792
OSC20,High Expression,OSC20,0.146007301,0.11982656,-0.237905058,-1.200545925,-3.928885139,-4.16731572,-4.87357272,-4.700340673
HUH1,Medium Expression,HUH1,-0.077513612,-0.387642534,-0.682886206,-4.168808543,-3.478928804,-3.582376931,-4.462190707,-3.712614978
TYKNU,High Expression,TYKNU,-0.10889018,-0.067949867,0.065283585,-2.282153491,-3.615001676,-5.030249445,-5.235947819,-4.296519233
MCAS,High Expression,MCAS,-0.030981436,0.032910097,-0.036482695,-1.987404971,-4.511875422,-4.614804656,-4.403293343,-4.297258171
MKN1,High Expression,MKN1,-0.614057325,-0.074178496,0.055703616,-3.286205914,-2.692947446,-3.762313745,-3.271597308,-3.846999116
MKN45,High Expression,MKN45,0.19837289,-0.498192807,-0.234648416,-4.058377303,-4.134938221,-4.449968473,-3.935974672,-4.412666172
MKN74,High Expression,MKN74,-0.160004329,0.204134506,0.463308739,-2.673840022,-2.734617841,-2.910142048,-3.273994379,-2.887907244
RCM1,Medium Expression,RCM1,0.002076196,-0.372407302,0.20305633,-3.079813915,-3.033405455,-4.366397504,-4.008573742,-3.115104164
HUH7,Medium Expression,HUH7,-0.180205159,-0.198480677,-0.72878033,-2.486808354,-3.735069499,-2.786200827,-3.263263131,-3.188762542
HLF,High Expression,HLF,-0.308126814,0.275552047,-0.085673753,-3.003773702,-4.510267173,-3.995867997,-4.309162186,-4.033262224
HUCCT1,Low Expression,HUCCT1,-0.056745449,0.198589406,-0.031008456,-0.570487891,-3.653111775,-4.359537413,-3.76786778,-4.28088137
HUH28,High Expression,HUH28,-0.26060188,-0.124431749,-0.063675915,-1.198496961,-3.866242984,-6.653947081,-4.001991296,-5.860923035
JHH4,High Expression,JHH4,0.193952408,0.016714067,-0.275370695,-0.785456572,-3.215174704,-3.379399114,-2.890852816,-3.370245553
TGW,High Expression,TGW,0.020611225,-0.408502365,-0.716649012,-0.956878997,-3.499679497,-4.376486558,-3.956479798,-3.669709893
HSC2,Low Expression,HSC2,0.281302626,0.003828722,-0.093826466,-1.773838055,-3.93968225,-4.132722817,-4.095635018,-3.788890226
HSC3,Medium Expression,HSC3,-0.084955757,0.000945598,0.055636083,-3.452029038,-4.461772644,-4.48713874,-4.737906855,-4.07654454
KYM1,High Expression,KYM1,-0.101556792,-0.542629642,-1.443635077,-4.186487631,-3.618400778,-4.659549605,-3.877073112,-4.282333678
YKG1,High Expression,YKG1,0.317807162,0.002126679,-0.298292823,-1.38754033,-3.420989114,-3.473156337,-3.011761153,-3.647597763
ABC1,Medium Expression,ABC1,-0.584525847,0.059908862,-0.115432272,-0.488927593,-3.822921028,-4.161103755,-4.026550492,-4.194643006
SBC5,High Expression,SBC5,0.221500537,-0.036753916,-0.083687525,-2.370127598,-3.015559049,-3.478377302,-3.283507537,-2.593767647
8505C,High Expression,8505C,0.224230195,0.377027763,-0.310193172,-0.928336674,-3.131284547,-3.510351336,-3.800079434,-4.279828987
VMRCRCZ,Low Expression,VMRCRCZ,-0.038891585,0.286639114,-0.778749481,-2.93357389,-3.32913932,-4.034996781,-4.658033199,-3.982030261
RERFGC1B,High Expression,RERFGC1B,-0.070485692,0.135709564,-0.513241646,-1.414644638,-3.134778016,-3.89994963,-3.941816184,-3.768867548
KMRC1,Low Expression,KMRC1,-0.054250502,-0.265515608,0.168884458,-1.273822996,-3.508646251,-3.238766406,-3.401029159,-4.486803287
KMRC3,Medium Expression,KMRC3,0.219115343,-0.272814513,0.073292685,-1.556521633,-2.485596155,-3.1983339,-3.764175691,-3.079542801
HSC1,Medium Expression,HSC1,-0.085221096,0.053771421,-0.332163031,-3.590626931,-3.766791068,-4.095006274,-3.843429481,-4.731943225
HSC5,High Expression,HSC5,0.179318425,0.008103691,0.246914614,-2.15725962,-3.747054202,-4.469607211,-4.578921053,-4.326476358
HKA1,High Expression,HKA1,0.082170295,-0.08052781,0.055165909,-1.605858274,-2.324494602,-3.412633436,-4.029640201,-3.695897401
RERFLCAD1,High Expression,RERFLCAD1,-0.09412632,-0.045534941,-0.169753148,-1.597125176,-2.36519639,-2.925060198,-2.342130907,-1.973649673
RERFLCAD2,High Expression,RERFLCAD2,-0.132280386,-0.492724709,-0.296033164,-0.965426688,-2.844465566,-2.761819513,-2.211908868,-2.810670439
OUMS23,High Expression,OUMS23,0.010474274,-0.470910546,-0.784897507,-3.794113498,-3.798999772,-4.513324987,-5.263848777,-5.707740014
JHH5,Medium Expression,JHH5,-0.374418344,-0.189531197,-0.062575124,-3.645916982,-3.92171387,-4.05347465,-4.188555359,-3.738895479
JHH6,High Expression,JHH6,-0.345031577,-0.133976236,-0.04193421,-1.764978989,-2.592752021,-3.364204691,-3.749577977,-3.531032632
JHH7,High Expression,JHH7,-0.418076516,-0.092194226,-0.22861804,-2.890078318,-3.846379055,-3.802884874,-4.678026572,-4.586468382
NOZ,Medium Expression,NOZ,0.204134426,-0.183003626,-0.264846988,-3.483135189,-3.305118505,-3.478476276,-4.031594576,-3.912566745
HCC56,Medium Expression,HCC56,-0.049091754,0.25904088,-0.308089513,-2.461814045,-3.838746103,-4.952949357,-4.56017889,-3.909765034
OVISE,Medium Expression,OVISE,0.17320945,-0.401775564,-0.055489996,-2.271316435,-3.748847258,-4.15191626,-4.095416267,-3.975047304
OVKATE,High Expression,OVKATE,-0.038290835,0.095590622,0.209786663,0.132795224,-1.45066972,-1.572188103,-1.808328987,-1.229537413
OVTOKO,Low Expression,OVTOKO,0.371406451,-0.316093033,-0.044295372,-2.485615073,-3.820597479,-3.863795051,-4.009077796,-3.707690792
JHH1,High Expression,JHH1,0.157947886,0.095898616,-0.037795674,-0.614564814,-4.6145459,-5.144327719,-4.527942824,-5.25359095
KMRC20,High Expression,KMRC20,-0.136787596,-0.02395628,-0.106791404,-1.184737096,-2.096609433,-3.757518149,-3.139847529,-3.616048784
IM95,Medium Expression,IM95,0.292643506,-0.027814587,-0.946919071,-2.612822508,-3.777474737,-3.362233736,-3.332756561,-3.37137299
IHH4,Medium Expression,IHH4,-0.003345125,0.072658283,-0.139317163,-3.578017527,-3.104675783,-3.016783521,-2.632706549,-3.516310052
HARA,Medium Expression,HARA,0.474294235,-0.313372432,-1.177166149,-4.044101507,-3.884099425,-3.890570492,-3.759330666,-4.069121327
SUIT2,High Expression,SUIT2,-0.120676887,-0.214834437,-0.077614358,-1.250976522,-2.73075984,-3.074402376,-3.101985435,-2.492749162
HEC6,High Expression,HEC6,0.002453308,0.220031211,-0.47408864,-2.789825886,-3.631149368,-3.940814523,-4.218051977,-4.235080221
HEC59,High Expression,HEC59,-0.023742607,0.283487754,-0.350366974,-3.024058845,-3.437509394,-3.067005852,-3.776206924,-3.684989337
HEC151,High Expression,HEC151,-0.115231018,0.195167049,-0.088950807,-3.287397652,-4.228488679,-3.844365383,-4.180697776,-3.540862952
HEC108,High Expression,HEC108,0.100298865,0.049731631,-0.36069201,-4.261385876,-3.567345807,-3.829593982,-4.736363279,-3.092122006
HEC116,High Expression,HEC116,0.019708657,-0.05859309,0.003024953,-2.268242011,-3.455261331,-3.581183944,-3.516134814,-3.828090096
HEC251,High Expression,HEC251,-0.539937151,0.316499758,0.021993892,-1.307661403,-2.794437679,-3.478009302,-2.549924488,-2.59471328
HEC265,High Expression,HEC265,-0.06064975,-0.064963436,-0.005350747,-5.063917063,-3.661404836,-3.367882811,-3.564326583,-3.56555007
HEC50B,High Expression,HEC50B,0.169019292,0.087879231,0.185269608,-2.805991057,-2.905687052,-2.233628259,-3.13717328,-2.537546257
KMBC2,High Expression,KMBC2,0.135585183,-0.077909142,-0.209525627,-2.20779571,-3.415720172,-4.360325577,-3.942093028,-3.290339897
HCA1,Medium Expression,HCA1,0.276346205,0.38622898,-0.350641904,-3.825423035,-4.142673251,-4.038219413,-3.915065371,-4.204767684
KMS11,High Expression,KMS11,0.357735427,-0.415051266,0.156571366,-0.97230849,-3.793854707,-3.556196408,-3.80554217,-3.55072964
KMS27,Medium Expression,KMS27,0.283692142,0.319513564,0.174307235,0.435872639,-3.950307387,-4.369890532,-4.19888346,-3.950851101
KMS28BM,High Expression,KMS28BM,-0.064369504,-0.110912041,-0.601630828,-3.139933096,-3.162832439,-4.084434492,-3.929317769,-3.720338682
KMS34,Medium Expression,KMS34,0.075429717,0.025217371,-0.903660495,-3.528094381,-4.022547099,-4.619300801,-4.397325675,-3.890224001
HCSC1,High Expression,HCSC1,-0.513015935,0.235698377,-0.489009304,-1.910521794,-2.449264428,-3.694130798,-3.224972165,-2.88952431
U251MG,High Expression,U251MG,-0.091290783,-0.154057648,0.235530371,-1.410751148,-2.961367301,-3.437585887,-3.029363685,-3.629826393
JMURTK2,High Expression,JMURTK2,-0.075273073,-0.516299084,0.153233304,-1.908475772,-1.417122295,-2.897687498,-2.382826279,-2.302997575
KKU055,High Expression,KKU055,0.405227987,0.244691433,0.170253213,-1.205691238,-2.607961157,-3.476935623,-3.534718324,-3.865137374
KKU213,Medium Expression,KKU213,-0.071832193,-0.324594075,0.163290021,-1.68269474,-3.693667321,-3.764586918,-3.283443962,-3.802953909
NP2,High Expression,NP2,0.398395312,-0.378892135,-0.209237501,-2.91046586,-2.66354533,-3.815517524,-3.495643695,-3.07739201
NP3,Medium Expression,NP3,-0.032866088,-0.842645293,-0.066347713,-1.023139688,-3.708778461,-3.119251257,-3.407693593,-3.133175287
KKU100,High Expression,KKU100,-0.040977127,-0.027328168,-0.503284197,-2.824706371,-4.048055547,-4.575700829,-4.435627174,-4.470709355
NP5,High Expression,NP5,-0.106388717,-0.618919971,-0.884358408,-3.206861957,-2.828730237,-3.662928355,-5.348950857,-3.837866235
ONDA9,Medium Expression,ONDA9,-0.197983235,-0.176552624,-0.212942709,-0.828491482,-3.478214671,-4.360044354,-2.957248861,-2.713374417
EMTOKA,High Expression,EMTOKA,0.054412184,0.101149115,-0.283983577,-1.754878405,-3.584020786,-3.36491594,-3.392903425,-3.606337756
NCIH1650,Medium Expression,NCIH1650,-0.039659231,0.112642238,-1.171846516,-2.525403458,-3.779149592,-3.420319619,-4.530875582,-3.868868209
OE33,Medium Expression,OE33,0.271144436,0.192601787,0.207940464,-3.264232544,-3.634420408,-3.618482088,-3.984258587,-4.33951804
LC1SQSF,High Expression,LC1SQSF,0.324281837,-0.307698616,-1.339080427,-2.24120597,-3.326187894,-3.3685793,-3.783494119,-3.747374383
RERFLCAI,Medium Expression,RERFLCAI,0.112003566,-0.0769011,-0.064378847,-4.079209694,-3.768605981,-4.117594632,-4.352457212,-4.966200903
HSKTC,High Expression,HSKTC,-0.326133737,-0.242949788,0.287660456,0.346769735,-1.692353967,-1.393509655,-1.882796593,-1.524403662
IALM,Medium Expression,IALM,0.001478176,-0.521034258,-0.557501906,-3.64413262,-2.876409608,-2.909041829,-4.404228676,-3.86656623
HTMMT,Medium Expression,HTMMT,0.559054485,0.109015882,-0.073596991,-3.421113271,-3.144464442,-3.616924223,-3.753077775,-3.598893382
HOTHC,High Expression,HOTHC,0.026717411,0.095806574,0.10186807,-1.522702083,-3.215709752,-3.061957772,-3.12923216,-3.905215456
OSRC2,High Expression,OSRC2,0.10532354,0.086273478,0.291185304,-1.450870215,-3.761826534,-4.243664315,-3.977001559,-3.841565423
GI1,High Expression,GI1,-0.404466536,-0.000220006,-0.062630342,-3.048032077,-3.741524585,-3.947137156,-4.087390478,-4.073557763
ECGI10,High Expression,ECGI10,0.011815464,-0.361579989,-1.507734163,-4.37646404,-4.240455871,-4.712945732,-3.327737636,-4.43314409
CW2,Medium Expression,CW2,-0.210066215,-0.216265562,0.703122243,-0.554745071,-3.229171294,-4.126153205,-3.869344967,-5.163226681
MKN7,Medium Expression,MKN7,-0.452882889,-0.174293122,-0.41740837,-1.876587041,-2.466826121,-2.675031277,-2.637783863,-2.558210568
KP4,High Expression,KP4,0.146609083,-0.086980179,-0.521625944,-2.600767792,-3.310780064,-3.491252604,-3.549767352,-3.198164469
T3M5,Medium Expression,T3M5,0.107200348,0.27000309,-0.098260102,-4.272883524,-4.054403735,-3.963757591,-4.165258605,-3.921158303
T3M10,Low Expression,T3M10,0.176222686,-0.084243421,-0.241562579,-2.716285255,-3.144114478,-4.013472802,-4.004482504,-4.13209845
CJM,High Expression,CJM,-0.003887175,0.08263494,0.042540474,-1.362297459,-3.517745034,-3.315090983,-4.051230516,-3.628411516
LMSU,High Expression,LMSU,-0.040522237,-0.00890165,-0.211361396,-3.596823902,-3.791357682,-3.432499137,-4.163786557,-4.657709129
RCC10RGB,High Expression,RCC10RGB,-0.172534733,-0.103123206,-0.229780144,-2.305596234,-3.426888981,-3.227452981,-3.610904427,-3.517550779
