Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
MAPK Cascade (GO:0000165)	4/119	0.04876768042014361	0.2628434540291564	0	0	3.0225041985445045	9.13004056662308	PPP1CC;GPS1;GPS2;MEN1
Negative Regulation of Fat Cell Differentiation (GO:0045599)	2/32	0.05216085398484147	0.265028038823071	0	0	5.767943262411348	17.035176230966655	WWTR1;GPS2
Regulation of Extrinsic Apoptotic Signaling Pathway via Death Domain Receptors (GO:1902041)	2/32	0.05216085398484147	0.265028038823071	0	0	5.767943262411348	17.035176230966655	DDX3X;GRINA
Negative Regulation of Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0032435)	2/32	0.05216085398484147	0.265028038823071	0	0	5.767943262411348	17.035176230966655	CSNK2B;NOP53
Apoptotic Mitochondrial Changes (GO:0008637)	2/32	0.05216085398484147	0.265028038823071	0	0	5.767943262411348	17.035176230966655	GGCT;HSPD1
miRNA Processing (GO:0035196)	2/32	0.05216085398484147	0.265028038823071	0	0	5.767943262411348	17.035176230966655	DDX5;TARBP2
Pyridine Nucleotide Catabolic Process (GO:0019364)	2/32	0.05216085398484147	0.265028038823071	0	0	5.767943262411348	17.035176230966655	LDHA;PKM
Mitochondrial Membrane Organization (GO:0007006)	2/32	0.05216085398484147	0.265028038823071	0	0	5.767943262411348	17.035176230966655	HSPA9;LETM1
Regulation of Cholesterol Efflux (GO:0010874)	2/32	0.05216085398484147	0.265028038823071	0	0	5.767943262411348	17.035176230966655	NR1H2;GPS2
Regulation of Small Molecule Metabolic Process (GO:0062012)	2/33	0.05511570077939943	0.265028038823071	0	0	5.581606039807824	16.17728406091062	PDPK1;ADIPOR1
Epithelial Tube Morphogenesis (GO:0060562)	2/33	0.05511570077939943	0.265028038823071	0	0	5.581606039807824	16.17728406091062	CSNK2B;SCRIB
Negative Regulation of JNK Cascade (GO:0046329)	2/33	0.05511570077939943	0.265028038823071	0	0	5.581606039807824	16.17728406091062	GPS2;MEN1
Regulation of Mitotic Cell Cycle (GO:0007346)	4/124	0.05516875325409629	0.265028038823071	0	0	2.8958512160228898	8.39031928088377	ANAPC13;LONP1;HNRNPU;SCRIB
Import Into Nucleus (GO:0051170)	3/75	0.05552516601191774	0.265028038823071	0	0	3.612891737891738	10.444577078624317	POM121C;HNRNPA1;PHB2
4-Hydroxyproline Metabolic Process (GO:0019471)	1/5	0.05622354711730906	0.265028038823071	0	0	21.565677966101696	62.075070618948644	P4HB
Negative Regulation of Erythrocyte Differentiation (GO:0045647)	1/5	0.05622354711730906	0.265028038823071	0	0	21.565677966101696	62.075070618948644	HSPA9
Negative Regulation of Execution Phase of Apoptosis (GO:1900118)	1/5	0.05622354711730906	0.265028038823071	0	0	21.565677966101696	62.075070618948644	HSPD1
Negative Regulation of Hydrogen Peroxide-Mediated Programmed Cell Death (GO:1901299)	1/5	0.05622354711730906	0.265028038823071	0	0	21.565677966101696	62.075070618948644	RACK1
Negative Regulation of Keratinocyte Differentiation (GO:0045617)	1/5	0.05622354711730906	0.265028038823071	0	0	21.565677966101696	62.075070618948644	OVOL2
L-ascorbic Acid Metabolic Process (GO:0019852)	1/5	0.05622354711730906	0.265028038823071	0	0	21.565677966101696	62.075070618948644	SLC2A1
Negative Regulation of Lipid Transport (GO:0032369)	1/5	0.05622354711730906	0.265028038823071	0	0	21.565677966101696	62.075070618948644	NR1H2
RNA Decapping (GO:0110154)	1/5	0.05622354711730906	0.265028038823071	0	0	21.565677966101696	62.075070618948644	DXO
Negative Regulation of Protein Polyubiquitination (GO:1902915)	1/5	0.05622354711730906	0.265028038823071	0	0	21.565677966101696	62.075070618948644	GPS2
Adenosine to Inosine Editing (GO:0006382)	1/5	0.05622354711730906	0.265028038823071	0	0	21.565677966101696	62.075070618948644	ADAR
Negative Regulation of Viral Life Cycle (GO:1903901)	1/5	0.05622354711730906	0.265028038823071	0	0	21.565677966101696	62.075070618948644	CSNK2B
Regulation of Plasma Membrane Repair (GO:1905684)	1/5	0.05622354711730906	0.265028038823071	0	0	21.565677966101696	62.075070618948644	ANXA2
Neurotransmitter Receptor Transport, Endosome to Plasma Membrane (GO:0099639)	1/5	0.05622354711730906	0.265028038823071	0	0	21.565677966101696	62.075070618948644	SCRIB
Cellular Response to Vitamin D (GO:0071305)	1/5	0.05622354711730906	0.265028038823071	0	0	21.565677966101696	62.075070618948644	LONP1
Positive Regulation of Golgi to Plasma Membrane Protein Transport (GO:0042998)	1/5	0.05622354711730906	0.265028038823071	0	0	21.565677966101696	62.075070618948644	RACK1
Positive Regulation of Cholesterol Storage (GO:0010886)	1/5	0.05622354711730906	0.265028038823071	0	0	21.565677966101696	62.075070618948644	EHD1
Establishment of Lymphocyte Polarity (GO:0001767)	1/5	0.05622354711730906	0.265028038823071	0	0	21.565677966101696	62.075070618948644	SCRIB
Positive Regulation of Mitochondrial Fusion (GO:0010636)	1/5	0.05622354711730906	0.265028038823071	0	0	21.565677966101696	62.075070618948644	MSTO1
Positive Regulation of Peroxisome Proliferator Activated Receptor Signaling Pathway (GO:0035360)	1/5	0.05622354711730906	0.265028038823071	0	0	21.565677966101696	62.075070618948644	GPS2
Positive Regulation of Post-Transcriptional Gene Silencing by RNA (GO:1900370)	1/5	0.05622354711730906	0.265028038823071	0	0	21.565677966101696	62.075070618948644	TIAL1
Insulin Processing (GO:0030070)	1/5	0.05622354711730906	0.265028038823071	0	0	21.565677966101696	62.075070618948644	P4HB
Interleukin-23-Mediated Signaling Pathway (GO:0038155)	1/5	0.05622354711730906	0.265028038823071	0	0	21.565677966101696	62.075070618948644	P4HB
Protein Geranylgeranylation (GO:0018344)	1/5	0.05622354711730906	0.265028038823071	0	0	21.565677966101696	62.075070618948644	RABGGTB
mRNA 3'-Splice Site Recognition (GO:0000389)	1/5	0.05622354711730906	0.265028038823071	0	0	21.565677966101696	62.075070618948644	SF1
Protein Targeting to Vacuole Involved in Autophagy (GO:0071211)	1/5	0.05622354711730906	0.265028038823071	0	0	21.565677966101696	62.075070618948644	HSPA8
Regulation of acyl-CoA Biosynthetic Process (GO:0050812)	1/5	0.05622354711730906	0.265028038823071	0	0	21.565677966101696	62.075070618948644	PDPK1
Phosphorylation (GO:0016310)	7/297	0.056651049343534154	0.2661873023641701	0	0	2.1065067466266867	6.047453873162175	CDK11A;CTBP1;CSNK1A1;PDPK1;LONP1;MOK;CDK11B
Regulation of Non-Canonical NF-kappaB Signal Transduction (GO:1901222)	3/76	0.05733491091242305	0.26853987027991116	0	0	3.5632244467860907	10.186708443498748	DDX3X;ADIPOR1;PHB2
Regulation of Protein-Containing Complex Assembly (GO:0043254)	4/126	0.0578502960556931	0.26967008645031754	0	0	2.848096812777035	8.116781729977626	HSPA8;DDX3X;RACK1;NOP53
Negative Regulation of Endocytosis (GO:0045806)	2/34	0.058128067747817425	0.26967008645031754	0	0	5.406914893617022	15.383249454986416	NR1H2;RACK1
JNK Cascade (GO:0007254)	2/34	0.058128067747817425	0.26967008645031754	0	0	5.406914893617022	15.383249454986416	GPS1;GPS2
Cellular Response to Hypoxia (GO:0071456)	3/77	0.0591723758411312	0.2733297266176637	0	0	3.514899514899515	9.937677051534022	PDPK1;P4HB;NOP53
Regulation of Cell Population Proliferation (GO:0042127)	14/767	0.060599845430048524	0.2733297266176637	0	0	1.6348715749855585	4.583301866522832	WWTR1;CTBP1;SHC1;CNBP;NOP2;FOXM1;TIAL1;FOSL1;RNF126;TMEM115;CDK4;CSNK2B;IL13RA2;MEN1
Positive Regulation of Growth (GO:0045927)	3/78	0.06103732971579795	0.2733297266176637	0	0	3.467863247863248	9.697080713686399	DDX3X;DDX49;EIF4G2
Positive Regulation of Substrate Adhesion-Dependent Cell Spreading (GO:1900026)	2/35	0.06119625284404909	0.2733297266176637	0	0	5.2428110896196	14.64668048835864	C1QBP;P4HB
RNA Catabolic Process (GO:0006401)	3/79	0.06292953581761745	0.2733297266176637	0	0	3.422064777327935	9.464540265670815	TRIR;C1QBP;DXO
Regulation of DNA Repair (GO:0006282)	4/130	0.06341914053582237	0.2733297266176637	0	0	2.757136044689693	7.604152432009013	SMARCE1;TAF10;SIRT7;NPAS2
Peptidyl-Threonine Phosphorylation (GO:0018107)	2/36	0.0643185852719883	0.2733297266176637	0	0	5.088360450563204	13.961986075367228	PDPK1;CSNK2B
Cellular Response to Heat (GO:0034605)	2/36	0.0643185852719883	0.2733297266176637	0	0	5.088360450563204	13.961986075367228	DNAJB1;EEF1D
Cholesterol Homeostasis (GO:0042632)	3/80	0.06484875197916483	0.2733297266176637	0	0	3.3774558774558776	9.2396979824293	EHD1;CNBP;NR1H2
Proteolysis Involved in Protein Catabolic Process (GO:0051603)	3/80	0.06484875197916483	0.2733297266176637	0	0	3.3774558774558776	9.2396979824293	LONP1;FAU;UBA52
Protein Phosphorylation (GO:0006468)	8/371	0.06584435747650055	0.2733297266176637	0	0	1.924669481636532	5.235989305831899	CDK11A;CTBP1;CSNK1A1;PDPK1;CSNK2B;LONP1;MOK;CDK11B
Sterol Homeostasis (GO:0055092)	3/81	0.06679473085150697	0.2733297266176637	0	0	3.333990795529257	9.022216115613466	EHD1;CNBP;NR1H2
7-Methylguanosine Cap Hypermethylation (GO:0036261)	1/6	0.06708469807292879	0.2733297266176637	0	0	17.251694915254237	46.61061737720581	SNRPB
CD4-positive, Alpha-Beta T Cell Activation (GO:0035710)	1/6	0.06708469807292879	0.2733297266176637	0	0	17.251694915254237	46.61061737720581	STOML2
Negative Regulation of Lipoprotein Particle Clearance (GO:0010985)	1/6	0.06708469807292879	0.2733297266176637	0	0	17.251694915254237	46.61061737720581	KHSRP
RIG-I Signaling Pathway (GO:0039529)	1/6	0.06708469807292879	0.2733297266176637	0	0	17.251694915254237	46.61061737720581	PHB2
RNA Capping (GO:0036260)	1/6	0.06708469807292879	0.2733297266176637	0	0	17.251694915254237	46.61061737720581	SNRPB
- Reg of Nuclear-Transcribed mRNA Cat Proc, Nonsense-Mediated Decay (GO:2000623)	1/6	0.06708469807292879	0.2733297266176637	0	0	17.251694915254237	46.61061737720581	PABPC1
Negative Regulation of Protein Sumoylation (GO:0033234)	1/6	0.06708469807292879	0.2733297266176637	0	0	17.251694915254237	46.61061737720581	MAGEA2
Neurotransmitter Receptor Transport to Postsynaptic Membrane (GO:0098969)	1/6	0.06708469807292879	0.2733297266176637	0	0	17.251694915254237	46.61061737720581	SCRIB
Osteoblast Development (GO:0002076)	1/6	0.06708469807292879	0.2733297266176637	0	0	17.251694915254237	46.61061737720581	MEN1
Regulation of Superoxide Metabolic Process (GO:0090322)	1/6	0.06708469807292879	0.2733297266176637	0	0	17.251694915254237	46.61061737720581	SHC1
Regulation of Translational Initiation in Response to Stress (GO:0043558)	1/6	0.06708469807292879	0.2733297266176637	0	0	17.251694915254237	46.61061737720581	PPP1CA
Response to Lead Ion (GO:0010288)	1/6	0.06708469807292879	0.2733297266176637	0	0	17.251694915254237	46.61061737720581	PPP1CA
Serine Transport (GO:0032329)	1/6	0.06708469807292879	0.2733297266176637	0	0	17.251694915254237	46.61061737720581	SLC38A2
Positive Regulation of Cyclin-Dependent Protein Serine/Threonine Kinase Activity (GO:0045737)	1/6	0.06708469807292879	0.2733297266176637	0	0	17.251694915254237	46.61061737720581	LONP1
Positive Regulation of Gastrulation (GO:2000543)	1/6	0.06708469807292879	0.2733297266176637	0	0	17.251694915254237	46.61061737720581	RACK1
Enteric Nervous System Development (GO:0048484)	1/6	0.06708469807292879	0.2733297266176637	0	0	17.251694915254237	46.61061737720581	SOX10
Positive Regulation of Lipoprotein Lipase Activity (GO:0051006)	1/6	0.06708469807292879	0.2733297266176637	0	0	17.251694915254237	46.61061737720581	NR1H2
Positive Regulation of Membrane Depolarization (GO:1904181)	1/6	0.06708469807292879	0.2733297266176637	0	0	17.251694915254237	46.61061737720581	RACK1
Positive Regulation of miRNA-mediated Gene Silencing (GO:2000637)	1/6	0.06708469807292879	0.2733297266176637	0	0	17.251694915254237	46.61061737720581	TIAL1
Glucose Mediated Signaling Pathway (GO:0010255)	1/6	0.06708469807292879	0.2733297266176637	0	0	17.251694915254237	46.61061737720581	USF1
White Fat Cell Differentiation (GO:0050872)	1/6	0.06708469807292879	0.2733297266176637	0	0	17.251694915254237	46.61061737720581	CTBP1
Hexose Mediated Signaling (GO:0009757)	1/6	0.06708469807292879	0.2733297266176637	0	0	17.251694915254237	46.61061737720581	USF1
Positive Regulation of Sterol Transport (GO:0032373)	1/6	0.06708469807292879	0.2733297266176637	0	0	17.251694915254237	46.61061737720581	NR1H2
Positive Regulation of Trophoblast Cell Migration (GO:1901165)	1/6	0.06708469807292879	0.2733297266176637	0	0	17.251694915254237	46.61061737720581	C1QBP
Proline Metabolic Process (GO:0006560)	1/6	0.06708469807292879	0.2733297266176637	0	0	17.251694915254237	46.61061737720581	PYCR1
Lung Vasculature Development (GO:0060426)	1/6	0.06708469807292879	0.2733297266176637	0	0	17.251694915254237	46.61061737720581	ERRFI1
Random Inactivation of X Chromosome (GO:0060816)	1/6	0.06708469807292879	0.2733297266176637	0	0	17.251694915254237	46.61061737720581	HNRNPU
Regulation of MDA-5 Signaling Pathway (GO:0039533)	1/6	0.06708469807292879	0.2733297266176637	0	0	17.251694915254237	46.61061737720581	C1QBP
Morphogenesis of an Endothelium (GO:0003159)	1/6	0.06708469807292879	0.2733297266176637	0	0	17.251694915254237	46.61061737720581	CSNK2B
Regulation of acetyl-CoA Biosynthetic Process From Pyruvate (GO:0010510)	1/6	0.06708469807292879	0.2733297266176637	0	0	17.251694915254237	46.61061737720581	PDPK1
Nucleobase-Containing Compound Metabolic Process (GO:0006139)	2/37	0.06749342499017343	0.2733297266176637	0	0	4.94273556231003	13.324256285364962	DXO;ERH
Regulation of Receptor Internalization (GO:0002090)	2/37	0.06749342499017343	0.2733297266176637	0	0	4.94273556231003	13.324256285364962	ARF1;ANXA2
Cellular Response to Glucose Stimulus (GO:0071333)	2/37	0.06749342499017343	0.2733297266176637	0	0	4.94273556231003	13.324256285364962	RACK1;USF1
Regulation of G2/M Transition of Mitotic Cell Cycle (GO:0010389)	2/37	0.06749342499017343	0.2733297266176637	0	0	4.94273556231003	13.324256285364962	CDK4;BRD4
Regulation of Protein Kinase Activity (GO:0045859)	3/82	0.06876722009794983	0.27772105967932353	0	0	3.2916260954235637	8.811775550979796	TRAF4;JTB;TARBP2
Regulation of Intracellular Protein Transport (GO:0033157)	2/38	0.07071916225499729	0.2796304616708803	0	0	4.805200945626478	12.729163298266323	SIRT7;OAZ2
Inner Mitochondrial Membrane Organization (GO:0007007)	2/38	0.07071916225499729	0.2796304616708803	0	0	4.805200945626478	12.729163298266323	HSPA9;LETM1
mRNA Transcription by RNA Polymerase II (GO:0042789)	2/38	0.07071916225499729	0.2796304616708803	0	0	4.805200945626478	12.729163298266323	NR1H2;TAF10
Maturation of SSU-rRNA (GO:0030490)	2/38	0.07071916225499729	0.2796304616708803	0	0	4.805200945626478	12.729163298266323	TRMT112;WDR46
Membrane Assembly (GO:0071709)	2/38	0.07071916225499729	0.2796304616708803	0	0	4.805200945626478	12.729163298266323	ANXA2;CHMP1A
Wnt Signaling Pathway (GO:0016055)	3/83	0.07076596267387217	0.2796304616708803	0	0	3.250320512820513	8.608074566823678	DDX3X;CSNK1A1;DVL1
Sphingolipid Biosynthetic Process (GO:0030148)	3/83	0.07076596267387217	0.2796304616708803	0	0	3.250320512820513	8.608074566823678	ELOVL1;SMPD4;CERS2
Protein Tetramerization (GO:0051262)	3/83	0.07076596267387217	0.2796304616708803	0	0	3.250320512820513	8.608074566823678	SHMT2;KCNN4;FARSA
Vascular Transport (GO:0010232)	3/84	0.07279069699402803	0.28239144396845867	0	0	3.2100348211459324	8.41082769399046	SLC16A1;SLC2A1;SLC38A2
Positive Regulation of Intracellular Signal Transduction (GO:1902533)	12/649	0.07290869277251719	0.28239144396845867	0	0	1.65149136577708	4.324508429665675	TIAL1;BECN1;DDX3X;SHC1;PDPK1;C1QBP;CSNK2B;DDX56;RACK1;GPS2;PHB2;BRD4
Phosphatidylinositol 3-Kinase/Protein Kinase B Signal Transduction (GO:0043491)	2/39	0.07399421712833451	0.28239144396845867	0	0	4.675100632547441	12.172878993453098	PDPK1;C1QBP
Positive Regulation of Intrinsic Apoptotic Signaling Pathway (GO:2001244)	2/39	0.07399421712833451	0.28239144396845867	0	0	4.675100632547441	12.172878993453098	BECN1;RACK1
Membraneless Organelle Assembly (GO:0140694)	4/138	0.07536721687441139	0.28239144396845867	0	0	2.5915059893664725	6.700035239007344	EIF5;DDX3X;CSDE1;AUP1
Transport Across Blood-Brain Barrier (GO:0150104)	3/86	0.07691707327519934	0.28239144396845867	0	0	3.132375656472042	8.0346294107829	SLC16A1;SLC2A1;SLC38A2
G2/M Transition of Mitotic Cell Cycle (GO:0000086)	2/40	0.07731703901908986	0.28239144396845867	0	0	4.551847704367301	11.652006017633322	ENSA;FOXM1
Regulation of Mitotic Spindle Organization (GO:0060236)	2/40	0.07731703901908986	0.28239144396845867	0	0	4.551847704367301	11.652006017633322	CHMP1A;HNRNPU
Regulation of Potassium Ion Transmembrane Transport (GO:1901379)	2/40	0.07731703901908986	0.28239144396845867	0	0	4.551847704367301	11.652006017633322	GNB2;KCNN4
Carbohydrate Catabolic Process (GO:0016052)	2/40	0.07731703901908986	0.28239144396845867	0	0	4.551847704367301	11.652006017633322	LDHA;PKM
Positive Regulation of Lipid Biosynthetic Process (GO:0046889)	2/40	0.07731703901908986	0.28239144396845867	0	0	4.551847704367301	11.652006017633322	CTDNEP1;NR1H2
Negative Regulation of Epidermal Cell Differentiation (GO:0045605)	1/7	0.0778213801932178	0.28239144396845867	0	0	14.375706214689265	36.706052421187444	OVOL2
Notch Receptor Processing (GO:0007220)	1/7	0.0778213801932178	0.28239144396845867	0	0	14.375706214689265	36.706052421187444	APH1A
UV Protection (GO:0009650)	1/7	0.0778213801932178	0.28239144396845867	0	0	14.375706214689265	36.706052421187444	SDF4
Regulation of miRNA-mediated Gene Silencing (GO:0060964)	1/7	0.0778213801932178	0.28239144396845867	0	0	14.375706214689265	36.706052421187444	TIAL1
Negative Regulation of Response to Type II Interferon (GO:0060331)	1/7	0.0778213801932178	0.28239144396845867	0	0	14.375706214689265	36.706052421187444	NR1H2
Regulation of Mitotic Cytokinesis (GO:1902412)	1/7	0.0778213801932178	0.28239144396845867	0	0	14.375706214689265	36.706052421187444	AURKB
Negative Regulation of Type II Interferon-Mediated Signaling Pathway (GO:0060336)	1/7	0.0778213801932178	0.28239144396845867	0	0	14.375706214689265	36.706052421187444	NR1H2
Axon Ensheathment in Central Nervous System (GO:0032291)	1/7	0.0778213801932178	0.28239144396845867	0	0	14.375706214689265	36.706052421187444	SOX10
Regulation of Skeletal Muscle Fiber Development (GO:0048742)	1/7	0.0778213801932178	0.28239144396845867	0	0	14.375706214689265	36.706052421187444	NACA
Peptidyl-Lysine Hydroxylation (GO:0017185)	1/7	0.0778213801932178	0.28239144396845867	0	0	14.375706214689265	36.706052421187444	PLOD3
Regulatory ncRNA-mediated Heterochromatin Formation (GO:0031048)	1/7	0.0778213801932178	0.28239144396845867	0	0	14.375706214689265	36.706052421187444	HNRNPU
Positive Regulation of T-helper 17 Cell Lineage Commitment (GO:2000330)	1/7	0.0778213801932178	0.28239144396845867	0	0	14.375706214689265	36.706052421187444	BRD4
siRNA Processing (GO:0030422)	1/7	0.0778213801932178	0.28239144396845867	0	0	14.375706214689265	36.706052421187444	TARBP2
Positive Regulation of Cyclin-Dependent Protein Kinase Activity (GO:1904031)	1/7	0.0778213801932178	0.28239144396845867	0	0	14.375706214689265	36.706052421187444	LONP1
Positive Regulation of Endocytic Recycling (GO:2001137)	1/7	0.0778213801932178	0.28239144396845867	0	0	14.375706214689265	36.706052421187444	EHD1
Glycine Metabolic Process (GO:0006544)	1/7	0.0778213801932178	0.28239144396845867	0	0	14.375706214689265	36.706052421187444	SHMT2
Positive Regulation of Protein K63-linked Ubiquitination (GO:1902523)	1/7	0.0778213801932178	0.28239144396845867	0	0	14.375706214689265	36.706052421187444	DDX3X
Positive Regulation of Triglyceride Lipase Activity (GO:0061365)	1/7	0.0778213801932178	0.28239144396845867	0	0	14.375706214689265	36.706052421187444	NR1H2
Protein Localization to Cytoplasmic Stress Granule (GO:1903608)	1/7	0.0778213801932178	0.28239144396845867	0	0	14.375706214689265	36.706052421187444	DDX3X
Mitotic Nuclear Membrane Disassembly (GO:0007077)	1/7	0.0778213801932178	0.28239144396845867	0	0	14.375706214689265	36.706052421187444	CTDNEP1
Monosaccharide Metabolic Process (GO:0005996)	1/7	0.0778213801932178	0.28239144396845867	0	0	14.375706214689265	36.706052421187444	SLC2A1
Negative Regulation of B Cell Receptor Signaling Pathway (GO:0050859)	1/7	0.0778213801932178	0.28239144396845867	0	0	14.375706214689265	36.706052421187444	GPS2
Cellular Response to Starvation (GO:0009267)	4/140	0.07851991525211743	0.2842227055792695	0	0	2.553143145670285	6.496225050908345	HSPA8;BECN1;MYBBP1A;HNRNPA1
Protein Localization to Membrane (GO:0072657)	5/199	0.08042128062023224	0.289207412548564	0	0	2.240490579452542	5.647103749773357	EHD1;RAB34;DVL1;SCRIB;AGRN
Negative Regulation of Kinase Activity (GO:0033673)	2/41	0.08068610622944249	0.289207412548564	0	0	4.434915439170759	11.163519845895028	HNRNPU;TARBP2
Negative Regulation of Type I Interferon Production (GO:0032480)	2/41	0.08068610622944249	0.289207412548564	0	0	4.434915439170759	11.163519845895028	DDX56;ATG12
Positive Regulation of DNA Biosynthetic Process (GO:2000573)	2/41	0.08068610622944249	0.289207412548564	0	0	4.434915439170759	11.163519845895028	DKC1;HNRNPA1
Regulation of Type II Interferon Production (GO:0032649)	3/88	0.08114417397544611	0.28943396362044765	0	0	3.0583710407239817	7.681183833009029	C1QBP;SCRIB;HSPD1
Positive Regulation of Protein Kinase Activity (GO:0045860)	3/88	0.08114417397544611	0.28943396362044765	0	0	3.0583710407239817	7.681183833009029	TRAF4;LONP1;JTB
Protein Dephosphorylation (GO:0006470)	3/89	0.08329479998409992	0.29068549254024034	0	0	3.022659511031604	7.51242472058502	CTDNEP1;PPP1CC;PPP1CA
Protein Homooligomerization (GO:0051260)	4/143	0.08337067054474173	0.29068549254024034	0	0	2.4976688177355113	6.2053550329182725	EHD1;LETM1;SHMT2;KCNN4
Ceramide Biosynthetic Process (GO:0046513)	2/42	0.0840999254465815	0.29068549254024034	0	0	4.323829787234042	10.70471985967939	SMPD4;CERS2
DNA-templated Transcription (GO:0006351)	5/203	0.0858167116130868	0.29068549254024034	0	0	2.1947927551375828	5.389404732348648	DDX5;TAF10;DDX56;RNPS1;SIRT7
Negative Regulation of Wnt Signaling Pathway (GO:0030178)	4/145	0.0866846247806176	0.29068549254024034	0	0	2.461997382278635	6.020762278683554	WWTR1;CSNK1A1;RACK1;LZTS2
Negative Regulation of Ubiquitin-Dependent Protein Catabolic Process (GO:2000059)	2/43	0.08755703137973961	0.29068549254024034	0	0	4.218162947586923	10.273187846642383	CSNK2B;NOP53
Positive Regulation of Cell Cycle G1/S Phase Transition (GO:1902808)	2/43	0.08755703137973961	0.29068549254024034	0	0	4.218162947586923	10.273187846642383	DDX3X;PHB2
Regulation of Epithelial to Mesenchymal Transition (GO:0010717)	3/91	0.08766878171857667	0.29068549254024034	0	0	2.9536713286713288	7.189795467974747	WWTR1;ADIPOR1;OVOL2
Glucose Homeostasis (GO:0042593)	3/91	0.08766878171857667	0.29068549254024034	0	0	2.9536713286713288	7.189795467974747	CRTC2;ADIPOR1;USF1
Protein K48-linked Ubiquitination (GO:0070936)	3/91	0.08766878171857667	0.29068549254024034	0	0	2.9536713286713288	7.189795467974747	ANAPC13;RNF126;SYVN1
Regulation of Endoplasmic Reticulum Unfolded Protein Response (GO:1900101)	1/8	0.08843501341947285	0.29068549254024034	0	0	12.321428571428571	29.885468620759305	RACK1
Negative Regulation of Nitric Oxide Biosynthetic Process (GO:0045019)	1/8	0.08843501341947285	0.29068549254024034	0	0	12.321428571428571	29.885468620759305	KHSRP
Negative Regulation of Nitric Oxide Metabolic Process (GO:1904406)	1/8	0.08843501341947285	0.29068549254024034	0	0	12.321428571428571	29.885468620759305	KHSRP
- Reg of Oxidative Stress-Induced Neuron Intrinsic Apoptotic Sgnlng Pway (GO:1903377)	1/8	0.08843501341947285	0.29068549254024034	0	0	12.321428571428571	29.885468620759305	PYCR1
Regulation of miRNA Metabolic Process (GO:2000628)	1/8	0.08843501341947285	0.29068549254024034	0	0	12.321428571428571	29.885468620759305	DDX5
Regulation of Mitotic Centrosome Separation (GO:0046602)	1/8	0.08843501341947285	0.29068549254024034	0	0	12.321428571428571	29.885468620759305	RANBP1
Regulation of Phospholipase Activity (GO:0010517)	1/8	0.08843501341947285	0.29068549254024034	0	0	12.321428571428571	29.885468620759305	PDPK1
Regulation of Pinocytosis (GO:0048548)	1/8	0.08843501341947285	0.29068549254024034	0	0	12.321428571428571	29.885468620759305	NR1H2
Regulation of Protein Acetylation (GO:1901983)	1/8	0.08843501341947285	0.29068549254024034	0	0	12.321428571428571	29.885468620759305	MAGEA2
Regulation of Skeletal Muscle Cell Differentiation (GO:2001014)	1/8	0.08843501341947285	0.29068549254024034	0	0	12.321428571428571	29.885468620759305	DDX5
Positive Regulation of T Cell Mediated Immune Response to Tumor Cell (GO:0002842)	1/8	0.08843501341947285	0.29068549254024034	0	0	12.321428571428571	29.885468620759305	HSPD1
Retrograde Transport, Vesicle Recycling Within Golgi (GO:0000301)	1/8	0.08843501341947285	0.29068549254024034	0	0	12.321428571428571	29.885468620759305	COG8
Positive Regulation of Cell Fate Commitment (GO:0010455)	1/8	0.08843501341947285	0.29068549254024034	0	0	12.321428571428571	29.885468620759305	BRD4
Skin Morphogenesis (GO:0043589)	1/8	0.08843501341947285	0.29068549254024034	0	0	12.321428571428571	29.885468620759305	ERRFI1
Positive Regulation of Immune Response to Tumor Cell (GO:0002839)	1/8	0.08843501341947285	0.29068549254024034	0	0	12.321428571428571	29.885468620759305	HSPD1
Vascular Endothelial Cell Response to Laminar Fluid Shear Stress (GO:0097700)	1/8	0.08843501341947285	0.29068549254024034	0	0	12.321428571428571	29.885468620759305	PDPK1
Positive Regulation of Myoblast Fusion (GO:1901741)	1/8	0.08843501341947285	0.29068549254024034	0	0	12.321428571428571	29.885468620759305	EHD1
Glutamine Transport (GO:0006868)	1/8	0.08843501341947285	0.29068549254024034	0	0	12.321428571428571	29.885468620759305	SLC38A2
Positive Regulation of Receptor Recycling (GO:0001921)	1/8	0.08843501341947285	0.29068549254024034	0	0	12.321428571428571	29.885468620759305	SCRIB
Interleukin-12-Mediated Signaling Pathway (GO:0035722)	1/8	0.08843501341947285	0.29068549254024034	0	0	12.321428571428571	29.885468620759305	P4HB
Positive Regulation of Telomerase RNA Localization to Cajal Body (GO:1904874)	1/8	0.08843501341947285	0.29068549254024034	0	0	12.321428571428571	29.885468620759305	DKC1
Positive Regulation of Vesicle Fusion (GO:0031340)	1/8	0.08843501341947285	0.29068549254024034	0	0	12.321428571428571	29.885468620759305	ANXA2
Proline Transport (GO:0015824)	1/8	0.08843501341947285	0.29068549254024034	0	0	12.321428571428571	29.885468620759305	SLC38A2
Maintenance of Synapse Structure (GO:0099558)	1/8	0.08843501341947285	0.29068549254024034	0	0	12.321428571428571	29.885468620759305	SDF4
Regulation of Chemokine (C-C Motif) Ligand 5 Production (GO:0071649)	1/8	0.08843501341947285	0.29068549254024034	0	0	12.321428571428571	29.885468620759305	DDX3X
